Nombre empresaAlfabeto latino,NACE Rev. 2 Código principal (4 digitos),Código de consolidación,Último año disponible,"Ingresos explotación (Cifra ventas)
mil USD Últ, año disp,","Número de empleados
Últ. año disp.","Ciudad
Latin Alphabet","Activos fijos
mil USD Últ. año disp.","Activo circulante
mil USD Últ. año disp.","Activos totales
mil USD Últ. año disp.","Fondos de los accionistas
mil USD Últ. año disp.","Deuda a largo plazo
mil USD Últ. año disp.","Ingresos explotación (Cifra ventas)
mil USD Últ. año disp.","Resultado actividades ordinarias
mil USD Últ. año disp.","P/G por periodo [=ingresos netos]
mil USD Últ. año disp.","ROE - base: result. antes impuestos
Últ. año disp.","ROA utilizando Ingresos Netos
Últ. año disp.","Margen de beneficio
Últ. año disp."
CONSERVAS ARTESANAS VINAROS SRL,1020,U1,2022,381.717803324378,1,VINAROS,1253.64719529712,919.955476444399,2173.60267174152,123.259479325581,461.987968943715,381.717803324378,-252.764485284632,-252.764485284632,-205.067,-11.629,-66.218
ACEITES DOSOLIVA SL,1041,U1,2020,381.542377843809,1,DOS HERMANAS,292.773769103122,154.422495229912,447.196264333034,157.272580604756,94.8093977139116,381.542377843809,6.62236041519642,6.62236041519642,4.211,1.481,1.736
VALVERDE CAMINAS ROBERTO 000451351M SL,1052,U1,2022,381.451665420067,2,PENARANDA DE BRACAMONTE,528.419710158563,590.628698671436,1119.04840883,327.192213549101,557.906770287025,381.451665420067,38.7233306604105,38.7233306604105,16.116,3.46,13.823
EMPRESA MIXTA ESCORXADOR TORTOSA SL,1011,U1,2022,381.414750411779,2,TORTOSA,670.220794998103,34.5291532253265,704.74994822343,507.653722077835,0.0,381.414750411779,-36.5756589954376,-36.5756589954376,-7.205,-5.19,-9.589
NUTRITION CHEFS SL.,1086,U1,2022,381.403412459219,1,BIGUES I RIELLS DEL FAI,86.9597176197708,353.162897818679,440.122615438449,129.275015111399,118.882133693779,381.403412459219,6.71731558511257,6.71731558511257,5.196,1.526,1.761
POLLERIASPARALLEVAR SOCIEDAD LIMITADA.,1089,U1,2020,381.373946193969,6,GIJON,69.4301986862719,64.2860634421349,133.716262128407,3.92404268170595,52.6754952907801,381.373946193969,-2.77805341886818,-2.77805341886818,-81.36,-2.078,-0.837
ROSQUILLETAS LAZARO SL,1071,U1,2022,380.99179038471,6,CASTELLO DE LA PLANA,178.27254773097,180.919943654782,359.192491385752,165.817876172572,127.46221195516,380.99179038471,13.9864886788505,13.9864886788505,10.973,3.894,4.776
VITORIASTUR SL.,1013,U1,2022,380.825219542629,1,ALLANDE,126.054876594383,148.417756096941,274.472632691324,34.8109274781346,127.347413852239,380.825219542629,3.85952117964804,3.85952117964804,14.783,1.406,1.351
MORPEC OLIVA SOCIEDAD LIMITADA.,1032,U1,2004,380.757615726829,3,CHIVA,46.4667121093273,165.654632309318,212.121344418645,8.25296970951557,12.3447209898233,380.757615726829,2.95984538352489,2.95984538352489,51.23,1.395,1.11
SAGRADO PANADEROS SL.,1071,U1,2022,380.458639964509,5,GUIJUELO,193.541666025031,142.94796727128,336.489633296311,163.509242912227,89.4775323717535,380.458639964509,4.75485785467625,4.75485785467625,2.908,1.413,1.25
ECOLOGIA VACUNO ASTURIAS SL.,1011,U1,2007,380.322684753113,2,LA PUEBLA DE ALFINDEN,37.4688283550262,134.638658712845,172.107487067871,4.21946351463318,80.1615188589478,380.322684753113,5.75315398162079,9.3484488633728,235.307,5.432,2.611
BUEN BOKADO GOURMET SL.,1089,U1,2022,380.256124719673,6,URRETXU,156.189319948238,85.5621096463263,241.751429594564,60.704933910501,29.0577218364537,380.256124719673,3.3041438927114,3.3041438927114,7.162,1.367,1.143
AUGUSPAN SL,1072,U1,2019,380.078120000701,9,ALCALA DEL RIO,426.389571227838,258.326178315728,684.715749543566,112.122832178915,23.9116782261252,380.078120000701,1.19471327641964,1.19471327641964,1.066,0.174,0.314
OLEOHIGUERA SOCIEDAD LIMITADA.,1041,U1,2022,380.077757287252,1,LAHIGUERA,209.212209702492,328.387220949751,537.599430652243,195.736439790004,152.328976420385,380.077757287252,39.1327779385626,39.1327779385626,26.657,7.279,13.728
PA I PASTISSOS M SERRA SL,1071,U1,2022,379.717993279862,6,LLEIDA,8.45443284166455,285.139543782868,293.593977691132,71.1620672812939,60.4743457671344,379.717993279862,-5.6577023235023,-5.6577023235023,-11.288,-1.927,-2.115
GOURMET PISON 2020 SOCIEDAD LIMITADA.,1013,U1,2022,379.436517674911,5,EZCARAY,633.936093677068,116.505803363913,750.441897040981,89.696953218478,431.021951298839,379.436517674911,-68.2882098875362,-68.2882098875362,-101.51,-9.1,-23.996
TABACOS DE MIRAMONTE SL.,1039,U1,2022,379.374228264797,5,CASATEJADA,1233.21363427889,166.004413757074,1399.21804803597,96.4703506046832,831.272208713567,379.374228264797,1.45646293320656,1.45646293320656,1.958,0.104,0.498
EMBUTIDOS REINA SL,1013,U1,2019,379.360110218203,5,CORIPE,148.036970612031,240.143345047569,388.1803156596,3.38644392300367,4.70632528772342,379.360110218203,-12.9826041113532,-12.9826041113532,-383.37,-3.344,-3.422
PRODUCTOS CACHO RUIZ SL.,1013,U1,2022,379.25445980826,1,AGREDA,472.234544909531,119.922302846718,592.156847756249,195.808200603575,280.876793600084,379.25445980826,-13.7520085139513,-13.7520085139513,-9.998,-2.322,-5.162
ACEITUNAS ALCOBER SL.,1041,U1,2021,379.009821850991,6,VALDELTORMO,233.814381231093,221.920277168226,455.73465839932,393.552228582788,0.0,379.009821850991,95.8670049528122,95.8670049528122,32.479,21.036,33.725
CONSERVERA CARNICA DEL SUR SL,1013,U1,2022,378.482796410495,5,ANORA,400.738173350632,229.33864339807,630.076816748703,526.873535542399,15.4879525110662,378.482796410495,0.438532379597426,0.438532379597426,0.083,0.07,0.116
OMNIUM PANIS SL.,1071,U1,2022,378.285016867387,7,LLEIDA,31.0758773921669,183.609203608507,214.685081000674,35.6878738447863,149.803407490122,378.285016867387,-1.32849232660532,-1.32849232660532,1.871,-0.619,0.176
TANIA 3 SL,1089,U1,2021,378.184597940969,3,SANT CELONI,174.003106788254,59.8406654208183,233.843772209072,93.1713822430372,105.668539339614,378.184597940969,6.15048403565884,6.15048403565884,6.601,2.63,1.626
EMBOTITS ARROYO SL,1013,U1,2012,377.769182753083,6,EL VENDRELL,164.804440537366,128.12192889918,292.926369436545,46.8609038287485,134.579270178609,377.769182753083,-74.389590115788,-74.389590115788,-158.746,-25.395,-19.692
COOP AGRICOLA NUESTRA SENORA DE LA LUZ,1041,U1,2016,377.082754527133,5,GAIANES,173.024599687778,2419.25971589893,2592.28431558671,735.478666262865,0.0,377.082754527133,-18.754774822106,-18.754774822106,-2.753,-0.723,-5.369
ANDAOLIVA SL,1032,U1,2011,376.995316852831,4,DOS HERMANAS,431.18796029909,548.529632607419,979.71759290651,558.098358735752,239.509358318405,376.995316852831,6.3981408896625,6.3981408896625,1.433,0.653,2.121
PASTISSERIA ROQUETAS BARCELONA SL.,1072,U1,2022,376.850739203537,5,BARCELONA,51.0412119010389,90.5758311968029,141.617043097842,49.3046066122413,65.7721016947347,376.850739203537,5.72840613697946,5.72840613697946,15.342,4.045,2.007
LA TAHONA DE LUIS GONZAGA S.L.,1071,U1,2022,376.701681925052,6,CIEMPOZUELOS,336.46064312222,153.45765199886,489.91829512108,56.5667092179716,405.199172380298,376.701681925052,18.3869795195478,18.3869795195478,43.34,3.753,6.508
LEONARDO NORTES SA,1084,U1,2003,376.638851328232,4,SAN JAVIER,75.9790250783134,268.431310216921,344.410336558228,165.179162938666,34.069908186152,376.638851328232,1.87505218219042,1.87505218219042,1.622,0.544,0.711
VETEA AGROALIMENTARIA SL.,1013,U1,2022,376.351527979052,66,SANTIBANEZ DE BEJAR,18.8983510447979,314.504660658437,333.403011703235,25.6979334484398,87.382549654901,376.351527979052,5.81118598986268,5.81118598986268,30.151,1.743,2.059
BRUALMI S.L.,1073,U1,1998,376.037917537451,6,EIVISSA,505.18309227562,128.07849900341,633.26159127903,83.813163602829,305.765957632542,376.037917537451,-80.1919303987026,7.53844900274277,-95.679,1.19,-21.325
PLANET FRANCHISING SOCIEDAD LIMITADA.,1052,U1,2014,376.008461084528,1,MAIRENA DEL ALJARAFE,67.034609887774,305.552928502162,372.587538389936,127.684034044774,0.0,376.008461084528,-40.2686573449039,-40.2686573449039,-31.538,-10.808,-10.71
ACEITUNAS Y ENCURTIDOS MORILLAS S.L.,1039,U1,2022,375.559311209148,4,MALAGA,86.4100669054866,182.495236436975,268.905303342462,61.2030678695023,51.2123264569402,375.559311209148,1.48231730480194,1.48231730480194,3.229,0.551,0.526
MINERBLOQ SOCIEDAD LIMITADA.,1091,U1,2006,375.514865072458,3,MONZON,135.30914334275,64.7814977165008,200.090641059251,16.4175033691621,145.37013397738,375.514865072458,-0.65344397769928,-0.65344397769928,-3.98,-0.327,-0.174
DIEGO BOYA SL,1013,U1,2022,375.143070758855,3,FERRERAS DE ABAJO,80.1561887980223,536.807288544303,616.963477342325,557.011562670535,0.0,375.143070758855,24.8607797754961,24.8607797754961,5.951,4.03,8.836
PRODUCTOS PELAEZ SL,1071,U1,2022,375.029488579351,8,POBLETE,425.351001809692,97.8018080778658,523.152809887558,198.601112695569,203.144890511519,375.029488579351,15.3701359315932,15.3701359315932,7.739,2.938,4.098
CENTRO ESPECIAL DE EMPLEO ADRIMAR SOCIEDAD LIMITADA.,1086,U1,2022,374.495580873513,7,PUNTA UMBRIA,2.45813851061463,185.587543005323,188.045681515938,154.125631260371,14.070975090915,374.495580873513,22.9175005704582,22.9175005704582,14.869,12.187,6.12
VINCULEIRO SL.,1071,U1,2022,374.416599181408,4,NARON,4.83777529889345,100.990695229876,105.828470528769,43.8283008637071,26.8397388666153,374.416599181408,15.4976585664093,15.4976585664093,35.36,14.644,4.139
QUESOS CERRO SL,1051,U1,2020,374.282183483762,4,LEZUZA,89.3091705240726,87.7894693966925,177.098639920765,119.166189876258,51.7429734491706,374.282183483762,7.19763683776259,7.19763683776259,8.105,4.064,2.58
MARAVIPAN SOCIEDAD LIMITADA.,1071,U1,2022,373.924128865689,3,VIGO,88.4569246534288,34.2149650140703,122.671889667499,23.0233392376781,1.14783170528412,373.924128865689,13.5051760603786,13.5051760603786,78.212,11.009,4.816
ARTESANIA SAN ISIDRO SL,1071,U1,2022,373.594720279735,3,TORREMOCHA DE JARAMA,73.6384979731321,99.3293065369904,172.967804510123,30.1114581348836,55.6373170878827,373.594720279735,1.55751256872416,1.55751256872416,6.897,0.9,0.556
HORNO ARTESANO JOSE SL,1071,U1,2021,373.517309505351,4,ELCHE/ELX,230.970410533047,27.8939068922997,258.864317425346,211.316521983647,13.6209344476461,373.517309505351,5.73801365568638,5.73801365568638,3.62,2.217,2.048
HIELOS EL IGLU SL,1089,U1,2017,373.483402746291,3,EL PUERTO DE SANTA MARIA,236.285270476706,111.145159969001,347.430430445707,4.92067817972183,116.365890909116,373.483402746291,-14.0103375522375,-14.0103375522375,-284.724,-4.033,-3.751
HORNO LA VALLINA SL,1071,U1,2022,373.010191762185,8,SIERO,173.739126596051,46.217921023196,219.957047619247,28.1508242895722,19.0325185944259,373.010191762185,-39.3813489493012,-39.3813489493012,-139.894,-17.904,-10.558
PANADERIA DEL NANSA S.L.,1071,U1,2022,372.986790569413,8,RIONANSA,98.869516829592,24.3122393912792,123.181756220871,52.7249671851933,5.87965101101399,372.986790569413,5.56690377566636,5.56690377566636,11.596,4.519,1.639
PECASAN SL,1071,U1,2022,372.821936952508,6,SOCUELLAMOS,143.765739764923,36.0597021589875,179.82544192391,101.833426151544,12.400264318502,372.821936952508,0.980971814741492,0.980971814741492,1.393,0.546,0.38
ABUELA ILI ARTESANOS SOCIEDAD LIMITADA.,1082,U1,2019,372.740431644244,9,PAMPANEIRA,5.25224257003188,77.343990403955,82.5962329739869,6.62030767787695,27.6075626388323,372.740431644244,0.670950562626123,0.670950562626123,13.513,0.812,0.24
HISPALISOLIVE SL.,1041,U1,2020,372.657958038056,3,AGUILAR DE LA FRONTERA,132.82575616681,337.883779999149,470.709536165959,68.7022833818495,209.223952327949,372.657958038056,22.4150056889415,22.4150056889415,43.502,4.762,8.02
PIENSOS BENITO DE LEMA SL,1091,U1,2022,372.465415407562,3,EL BOALO,7.03907665273547,1014.74683946464,1021.78591611738,687.912310053927,287.309520176339,372.465415407562,12.1548077782691,12.1548077782691,2.356,1.19,4.351
IBERNUTS SL.,1089,U1,2021,372.435246956205,3,PEDRAJAS DE SAN ESTEBAN,1019.13777910917,444.938497074509,1464.07627618368,265.658582801771,803.151025061703,372.435246956205,-85.7303681130409,-85.7303681130409,-43.028,-5.856,-30.692
ENCURTIDOS PEREZ SL,1039,U1,2022,372.400310174799,14,RINCON DE SOTO,25.7937034164906,131.005050147349,156.798753563839,62.4642684343934,20.2640036975741,372.400310174799,-12.9358359195411,-12.9358359195411,-27.612,-8.25,-4.632
LACTICS CASANUEVA SL,1051,U1,2013,372.310970009955,1,SANT VICENC DE CASTELLET,227.400165601591,511.090820031491,738.490985633082,84.7089260500503,400.105254169493,372.310970009955,2.85690073559296,2.85690073559296,4.119,0.387,0.937
CONSERVAS FUMUM S.L.,1020,U1,2022,372.198445555651,5,BARCELONA,18.5988285765052,187.557082956362,206.155911532867,72.035292282331,20.4924373099744,372.198445555651,9.62942016991973,9.62942016991973,17.824,4.671,3.45
ALMAZARA DE BORNOS SOCIEDAD LIMITADA.,1041,U1,2022,372.05144574758,1,CAMBIL,536.263536125189,224.322266014868,760.585802140057,20.5763146937311,143.94995216254,372.05144574758,-80.0923848166347,-80.0923848166347,-389.246,-10.53,-21.527
TAAY DELICIAS SOCIEDAD LIMITADA.,1072,U1,2015,371.972449397478,7,CIUTADELLA DE MENORCA,176.082452017055,84.692232584734,260.774684601789,99.6974572045875,52.2385447207093,371.972449397478,-7.46544300538218,-7.46544300538218,-9.984,-2.863,-2.676
PANADERIA PERALES SL,1071,U1,2022,371.923337549645,12,GIJON,29.3884636717677,196.591244617879,225.979708289647,12.2845382740259,28.5914472041666,371.923337549645,0.809782596876025,0.809782596876025,8.789,0.358,0.29
ANACONDA FOODS S.L.,1039,U1,2022,371.820624018925,1,MADRID,226.713240755707,243.67580972327,470.389050478977,77.4697126689613,194.362456995225,371.820624018925,-88.5429779001415,-88.5429779001415,-317.306,-18.823,-66.112
PANADERIA MILLAN LUCENSE SL,1071,U1,2022,371.615911579144,6,A PONTENOVA,29.123733678782,52.61444614622,81.738179825002,22.1926502242327,17.0655918121338,371.615911579144,-15.4993651255906,-15.4993651255906,-64.858,-18.962,-3.873
PANADERIA Y PASTELERIA ARTESANA NUNEZ ZAPATA SL.,1071,U1,2022,371.339095947357,6,TORTOLES DE ESGUEVA,45.3638414829731,112.24711692518,157.610958408153,3.28055071203113,97.5695560392976,371.339095947357,-13.973413235724,-13.973413235724,-425.947,-8.866,-3.763
QUEIXERIA CAS LEIRAS SL,1051,U1,2022,370.910356017661,1,VILALBA,110.259444782841,144.172199497908,254.43164428075,66.049994592005,36.6668745836735,370.910356017661,0.571270685911179,0.571270685911179,1.153,0.225,0.205
ARTESANOS GERSAN SL.,1052,U1,2022,370.692993707949,4,SANT VICENT RASPEIG/SAN VICENTE R.,100.080341900653,35.3960639573932,135.476405858046,16.630813862735,64.7730830166519,370.692993707949,32.4019058739543,32.4019058739543,259.774,23.917,11.655
PATATAS Y SNAKS ANEL SOCIEDAD LIMITADA.,1031,U1,2022,370.460069711703,3,RAFOL DE SALEM,28.4325452124059,128.502637091976,156.935182304382,21.2214153962195,14.1321445715666,370.460069711703,2.1793294043839,2.1793294043839,13.693,1.389,0.784
CODEX MORRAZO S.L.,1071,U1,2007,370.340938769073,3,CANGAS,1.23373698486328,196.453006476746,197.686743461609,37.6689602554321,3.15378138633728,370.340938769073,2.03155592376709,2.03155592376709,7.191,1.028,0.731
CRESPO MENDOZA SL,1071,U1,2022,370.340887884885,5,VILANOVA I LA GELTRU,136.458989304614,14.1874477550328,150.646437059647,76.671629601872,43.6281534697354,370.340887884885,8.18617240437269,8.18617240437269,14.236,5.434,2.947
PANADERIA SAN RAFAEL SL,1071,U1,2022,370.156579493314,6,PALMA,452.48034376936,15.7776196000874,468.257963369447,49.6379402843118,75.2983400967598,370.156579493314,3.27932412261963,3.27932412261963,6.606,0.7,0.886
PANIFICADORA GOIZ ARGI SL,1071,U1,2022,370.038773579836,4,LIZARTZA,42.0608815156937,58.8660417307794,100.926923246473,39.0692192750573,31.3675176902413,370.038773579836,2.34833209329844,2.34833209329844,6.213,2.327,0.656
SENORIOS DE RELLEU SL.,1041,U1,2021,369.981219218016,4,ALICANTE/ALACANT,244.002834534931,387.65168678298,631.654521317911,159.265292525411,335.377244456148,369.981219218016,-33.0466595325065,-33.0466595325065,-27.666,-5.232,-11.909
COCIDOS ANCHORIZ SL,1013,U1,2006,369.909135972977,4,IZA,453.72581129694,188.319509463072,642.045320760012,46.9656273958683,508.318200372219,369.909135972977,-24.6793105008602,-25.8461747467518,-76.134,-4.026,-9.666
PANADERIA ARTESANA CORUNESA S.L.,1089,U1,2001,369.507306734607,9,A CORUNA,128.8227313864,44.02106153898,172.84379292538,48.0208587057316,44.5871456486189,369.507306734607,5.28984110007167,6.6203630480504,16.924,3.83,2.199
PANADERIA VILLALON SL,1071,U1,2010,369.271431022804,7,LORA DEL RIO,139.082491870272,73.2166738810766,212.299165751349,34.0636109088492,36.2693462860572,369.271431022804,4.6456418862319,4.6456418862319,18.184,2.188,1.677
HORNO SAN CAYETANO SOCIEDAD LIMITADA.,1071,U1,2017,369.250870669076,7,CHURRIANA DE LA VEGA,11.801815393908,84.8741190268946,96.6759344208026,13.2112082671618,6.04885928888798,369.250870669076,1.23431912145615,1.23431912145615,12.471,1.277,0.446
SANTILLI'S SOFT ICE CREAM SL.,1052,U1,2020,368.640815332502,7,MANILVA,380.123335671961,3.88520498887897,384.00854066084,201.700299748313,85.4675275603235,368.640815332502,-15.4725318795025,-15.4725318795025,-7.671,-4.029,-4.197
JAMONES BERMEJO SL,1013,U1,2022,368.054781205732,1,CUENCA,184.040557773548,449.547707144403,633.588264917952,402.917449425042,51.9570795496166,368.054781205732,3.67891495490074,3.67891495490074,1.217,0.581,1.333
PANADERIA ALMAJANO SL.,1071,U1,2020,367.997226291937,5,ALMAJANO,31.3861814151645,91.9137133291006,123.299894744265,50.6830418873012,24.5419859886169,367.997226291937,17.5260457441211,17.5260457441211,55.328,17.057,6.35
CORDERO Y LECHAZO SERVICIO DE MATANZA SOC COOP.,1011,U1,1999,367.966303182244,19,MORALES DEL VINO,67.4408824515343,42.981858959794,110.422741411328,67.818612473011,0.0,367.966303182244,0.113519926667213,0.113519926667213,0.209,0.103,0.038
CAFES EL AMANECER S.L.,1089,U1,2007,367.864367225647,5,SEVILLA LA NUEVA,123.719641822815,367.014965927124,490.733135650635,64.2321089401245,110.874103294373,367.864367225647,-165.746604858398,-148.100550498962,-258.043,-30.179,-45.056
ALBOSA ICE CREAM S.L.,1052,U1,2022,367.54847709465,5,CASTELLDEFELS,349.075752575642,150.365836066276,499.441588641918,458.2186276842,28.6399454828978,367.54847709465,-44.8882234391689,-44.8882234391689,-13.007,-8.988,-16.215
ALIMENTS BASICS SOCIEDAD LIMITADA.,1071,U1,2021,367.518289241409,21,PALAFRUGELL,147.26700056026,75.7939750076294,223.060975567889,4.95881862215996,122.636749409938,367.518289241409,2.10559457960129,2.10559457960129,42.462,0.944,0.573
ELABORACIONES ARTESANAS LOPEZ ESPI SL.,1082,U1,2021,367.402484315683,5,XIXONA/JIJONA,278.011630418544,104.885403116723,382.897033535267,6.3101839767623,239.087672726793,367.402484315683,0.197775357789993,0.197775357789993,30.732,0.052,0.528
FUSIONATE QUALITY TEA SL.,1083,U1,2018,367.056052411844,3,POZUELO DE ALARCON,238.582350423141,116.96131658754,355.543667010681,166.296402997799,156.469343945882,367.056052411844,36.0118367965901,36.0118367965901,28.874,10.129,13.081
AYCARN EMBOTITS ARTESANS S.L.,1013,U1,1998,367.048015427113,4,SANT FRUITOS DE BAGES,5.73295517635345,63.4791593613625,69.2121145377159,3.12375476646423,0.0,367.048015427113,2.95413397192955,2.95413397192955,94.57,4.268,0.805
PASTELERIA O FORNO SL,1072,U1,2022,366.992713698699,12,SANTIAGO DE COMPOSTELA,242.103268767756,642.086471002615,884.189739770371,798.261253199828,29.008370278132,366.992713698699,-16.0660920976818,-16.0660920976818,-2.675,-1.817,-5.818
PANADERIA LOIS SL,1071,U1,2022,366.944621794373,7,RIBADUMIA,178.545703859913,60.3861273234606,238.931831183374,143.208942834067,31.6504758684814,366.944621794373,24.5967868027568,24.5967868027568,22.638,10.294,8.835
MURILLO CARRASCAL SL,1013,U1,2022,366.093176754886,3,FUENTE DE CANTOS,625.210872557324,308.197025936764,933.407898494089,500.734477877605,274.261968626398,366.093176754886,3.28505069527209,3.28505069527209,0.875,0.352,1.196
BIO VERNATURA S.L.,1072,U1,1999,365.957100940347,6,MANRESA,22.2378504133224,81.8418395203352,104.079689933658,12.2712026923895,0.0,365.957100940347,2.83096595883369,2.82996135771275,32.951,2.719,1.105
ROCA JUNQUE SL,1011,U1,2020,365.928950422746,2,LA GRANADA,51.4826934167683,43.3903416668117,94.87303508358,56.3827340682626,2.04189323425293,365.928950422746,25.3427787204325,25.3427787204325,44.948,26.712,6.926
PAPAFACIL SL,1039,U1,2022,365.825534945297,4,EL BOSQUE,0.0,289.131453424197,289.132520023686,133.007046720815,71.4577713234186,365.825534945297,120.597940292555,120.597940292555,121.013,41.71,43.998
PRODUCCIONES NATURALES LA DALIA SL,1083,U1,2003,365.107307562113,3,MADRID,29.4643659670353,75.5825589151383,105.046924882174,20.2773541772366,0.0,365.107307562113,-19.0484618935585,-0.596132741928101,-93.94,-0.567,-5.217
